Timestamp,SMB1 Ops/sec,SMB2 Ops/sec,VSPfs00 Ops/sec,VSPfs00 CIFS Read Resp Time,VSPfs00 CIFS Write Resp Time,NVRAM Allocs,Bossock Fibers,MFB,MMB,NibRX Busy,NibTX Busy,NibTCP Busy,NICC Busy,FDP Busy,TDP Busy,FSA Busy,WLOG Busy,MBI Busy,WDIR Busy,WFILE Busy,WLOG Busy,OBJ Busy,SI Busy,Eth RX,Eth TX,FC RX,FC TX,Port1 Disk Read,Port1 Disk Write,Port2 Disk Read,Port2 Disk Write,Port3 Disk Read,Port3 Disk Write,Port4 Disk Read,Port4 Disk Write
2015-10-21 09:59:22 -0700,0,1541,228,432,432,0,1,3,12,2,3,1,1,1,1,0,2,0,1,1,2,1,2,26,43,138,0,4904448,0,5041664,0,2036736,0,5287936,0
2015-10-21 09:59:32 -0700,0,4710,5268,1517,492,0,1,3,36,2,3,1,1,1,1,0,2,0,1,1,2,1,1,95,100,105,0,5459968,0,3875328,0,1362432,0,2447872,0
2015-10-21 09:59:42 -0700,0,3955,3602,2583,486,0,1,3,35,2,3,1,0,1,1,0,2,0,1,2,2,1,2,200,247,183,0,12398592,0,2936832,0,3083264,0,4503552,0
2015-10-21 09:59:52 -0700,0,5377,4579,2147,459,0,1,4,42,4,3,2,1,2,3,1,3,1,1,3,3,2,4,217,358,380,0,16688640,0,15442432,0,4679680,0,10711040,0
2015-10-21 10:00:02 -0700,0,3745,4397,2586,519,0,1,3,38,3,3,2,1,1,2,1,2,0,1,2,2,2,3,166,165,213,0,4828160,0,11951616,0,4426240,0,5438976,0
2015-10-21 10:00:13 -0700,0,4570,5216,2560,475,0,1,4,38,4,3,2,1,1,3,1,3,1,1,2,3,2,3,182,440,303,0,12148224,0,12921856,0,5736448,0,7169024,0
2015-10-21 10:00:23 -0700,0,4700,4952,2221,523,0,1,4,36,4,3,3,2,1,3,2,3,1,1,2,3,2,3,314,168,125,0,4785152,0,8375808,0,1223168,0,1305600,0
2015-10-21 10:00:33 -0700,0,3887,3507,2372,451,0,1,4,34,2,3,1,1,1,1,0,2,0,1,1,2,1,4,144,156,141,595,4288512,21319680,6196224,24576000,3424768,13930496,3753984,14622720
2015-10-21 10:00:43 -0700,0,5124,4628,2447,487,0,1,4,40,4,3,3,2,1,3,1,3,1,1,2,3,2,4,374,303,339,0,10391040,0,19895296,0,3350528,0,8773120,0
2015-10-21 10:00:53 -0700,0,4228,5189,2527,469,0,1,3,36,3,3,2,1,1,3,1,3,0,1,2,3,2,3,301,240,194,0,7136768,0,11242496,0,2650624,0,3290112,0
2015-10-21 10:01:03 -0700,0,5004,5227,2930,460,0,1,4,41,3,3,2,1,2,3,0,3,0,1,2,3,2,4,185,390,473,0,10945024,0,16455168,0,14468096,0,17367552,0
2015-10-21 10:01:13 -0700,0,3647,3439,2673,499,0,1,3,33,2,3,2,1,1,2,1,2,0,1,2,2,1,2,99,224,159,0,4355584,0,8448512,0,3611648,0,3466240,0
2015-10-21 10:01:23 -0700,0,4412,6412,2630,492,0,1,4,38,4,3,3,2,1,3,1,3,1,1,2,3,2,7,412,285,263,804,13574144,37085184,5306880,29224960,4525056,16474112,9512960,17780736
2015-10-21 10:01:33 -0700,0,4796,3746,3111,466,0,1,3,39,3,3,2,2,1,2,1,2,0,1,2,2,2,2,320,180,166,0,5939712,0,6010880,0,7923712,0,957952,0
2015-10-21 10:01:43 -0700,0,4060,3947,2487,473,0,1,3,35,3,3,2,1,1,2,1,3,0,1,2,3,1,2,206,122,121,0,7080448,0,3610624,0,1843200,0,2675200,0
2015-10-21 10:01:53 -0700,0,5329,5851,1785,475,0,1,9,40,4,3,2,1,1,2,2,4,1,2,2,4,2,9,201,256,142,1567,4125184,58593280,4636672,60375040,6210560,39280640,2878976,37662720
2015-10-21 10:02:03 -0700,0,3677,4068,1815,493,0,1,3,37,3,3,2,2,1,3,1,3,0,1,2,3,2,3,273,201,210,0,7976960,0,11304960,0,5599744,0,1464320,0
2015-10-21 10:02:13 -0700,0,4584,5097,1690,461,0,1,3,37,3,3,2,1,1,2,1,3,1,1,2,3,2,3,224,320,249,0,6093312,0,15093248,0,5270016,0,4708864,0
2015-10-21 10:02:23 -0700,0,4641,4365,2704,511,0,1,3,36,3,3,3,2,1,3,1,2,0,1,2,2,2,3,337,216,121,0,2714624,0,8057344,0,3351040,0,1104896,0
2015-10-21 10:02:33 -0700,0,3814,3762,2311,481,0,1,3,33,3,3,2,2,1,3,1,2,0,1,2,2,2,3,375,217,174,0,8516608,0,4411904,0,4129280,0,4812288,0
2015-10-21 10:02:43 -0700,0,5216,4197,2889,477,0,1,3,41,2,3,1,1,1,1,0,2,0,1,2,2,1,2,277,235,140,0,4528640,0,8788992,0,3311104,0,887296,0
2015-10-21 10:02:53 -0700,0,4335,4991,2731,533,0,1,14,36,4,3,2,1,1,3,2,3,1,1,2,3,3,14,369,346,306,2242,6022656,88047616,17538048,83255296,5125632,54501376,9567744,54497280
2015-10-21 10:03:03 -0700,0,5198,5133,2178,458,0,1,3,42,3,3,2,1,1,2,0,3,1,1,2,3,2,3,97,284,267,0,9551872,0,15218688,0,2976768,0,5674496,0
