Timestamp,SMB1 Ops/sec,SMB2 Ops/sec,VSPfs00 Ops/sec,VSPfs00 CIFS Read Resp Time,VSPfs00 CIFS Write Resp Time,NVRAM Allocs,Bossock Fibers,MFB,MMB,NibRX Busy,NibTX Busy,NibTCP Busy,NICC Busy,FDP Busy,TDP Busy,FSA Busy,WLOG Busy,MBI Busy,WDIR Busy,WFILE Busy,WLOG Busy,OBJ Busy,SI Busy,Eth RX,Eth TX,FC RX,FC TX,Port1 Disk Read,Port1 Disk Write,Port2 Disk Read,Port2 Disk Write,Port3 Disk Read,Port3 Disk Write,Port4 Disk Read,Port4 Disk Write
2015-10-24 22:23:45 -0700,0,2965,3541,2183,1738,0,1,5,77,4,3,3,2,2,4,1,5,1,2,3,5,2,4,301,385,312,0,13784576,0,9906688,0,5326848,0,10028544,0
2015-10-24 22:23:55 -0700,0,9568,7822,4554,3455,0,1,4,93,4,3,3,1,1,3,1,4,1,1,3,4,2,3,503,348,278,0,10909696,0,14112256,0,4977664,0,4772864,0
2015-10-24 22:24:05 -0700,0,7393,6872,5346,3769,0,1,7,92,3,3,3,1,1,3,1,4,1,2,3,4,3,7,355,248,239,405,12723200,12529664,7544832,13025280,3495424,12718080,6193664,12369920
2015-10-24 22:24:15 -0700,0,9814,9973,3735,2653,0,1,7,97,6,5,5,2,2,5,2,6,1,3,5,6,3,7,430,638,462,0,18505728,0,21739520,0,10562048,0,7014912,0
2015-10-24 22:24:25 -0700,0,6671,6169,5235,3763,0,1,4,91,3,3,2,1,1,2,1,4,1,2,3,4,2,3,271,245,197,0,7396352,0,5784064,0,4052480,0,7494656,0
2015-10-24 22:24:35 -0700,0,8624,9813,4395,2424,0,1,6,93,5,4,4,1,3,4,1,6,1,2,4,6,3,6,433,723,565,0,21675008,0,24345600,0,12616192,0,12004864,0
2015-10-24 22:24:46 -0700,0,8104,7549,5058,3415,0,1,6,93,5,4,4,3,1,4,2,6,1,2,4,6,3,5,616,316,281,0,12017664,0,13644800,0,5611520,0,3960320,0
2015-10-24 22:24:56 -0700,0,6903,6424,4284,2599,0,1,5,92,4,3,3,2,1,4,1,4,1,2,3,4,2,5,319,237,283,0,8385536,0,8457728,0,10547200,0,8039424,0
2015-10-24 22:25:06 -0700,0,8967,8085,4380,3275,0,1,15,95,3,3,3,1,2,5,3,4,1,2,3,4,5,15,459,358,372,2061,15426560,71561216,12604928,75636736,11342336,53207040,7216128,57286656
2015-10-24 22:25:16 -0700,0,8033,8031,4804,3149,0,1,7,93,7,5,7,3,2,5,2,6,1,2,4,6,3,6,866,356,338,0,12379648,0,9404416,0,14679552,0,5840384,0
2015-10-24 22:25:26 -0700,0,9910,9909,4751,2877,0,1,6,97,5,4,4,2,2,5,1,6,1,2,4,6,3,6,380,642,509,0,18708480,0,16572928,0,12157952,0,16250880,0
2015-10-24 22:25:36 -0700,0,6610,6158,5525,3560,0,1,4,90,3,3,3,2,1,3,1,4,1,2,3,4,2,3,338,307,215,0,8236544,0,5623808,0,3425280,0,9608192,0
2015-10-24 22:25:46 -0700,0,8560,9408,4505,2441,0,1,7,95,6,5,5,2,3,5,2,7,1,3,5,7,3,7,567,724,603,0,29750784,0,20075520,0,11311104,0,14265344,0
2015-10-24 22:25:56 -0700,0,7884,6635,4610,3105,0,1,4,93,4,3,3,2,1,3,1,4,1,1,3,4,2,3,482,260,222,0,8551936,0,6687744,0,3278336,0,9325056,0
2015-10-24 22:26:06 -0700,0,6917,6371,4036,2934,0,1,9,91,4,3,3,2,1,3,4,4,1,2,3,4,4,9,406,258,191,1158,4812288,37441536,9214976,37199872,4931072,36196352,5005824,34009088
2015-10-24 22:26:17 -0700,0,9927,9830,3781,2533,0,1,7,97,6,5,6,3,2,6,2,7,1,3,5,7,4,6,565,542,447,0,17247744,0,16015872,0,8124928,0,14546944,0
2015-10-24 22:26:27 -0700,0,7078,6806,4401,3713,0,1,5,91,5,3,4,2,1,4,1,5,1,2,3,5,2,4,556,327,234,0,7021568,0,8348672,0,9032192,0,4918784,0
2015-10-24 22:26:37 -0700,0,9014,9915,4100,2712,0,1,7,96,7,6,6,2,3,6,2,6,1,2,4,6,4,7,700,809,693,0,21379584,0,29723648,0,14916096,0,20612608,0
2015-10-24 22:26:47 -0700,0,8189,7272,4949,3406,0,1,22,93,7,5,7,4,2,10,1,5,1,2,3,5,2,4,1004,385,230,0,9789952,0,10668032,0,3260928,0,5109248,0
2015-10-24 22:26:57 -0700,0,7681,7635,4250,3130,0,1,6,93,5,4,4,2,3,5,1,6,1,2,4,6,3,6,379,739,592,0,25748992,0,19659264,0,14297600,0,14310912,0
2015-10-24 22:27:07 -0700,0,8806,8057,5006,2708,0,1,5,94,4,3,4,2,1,4,2,4,1,2,3,4,2,5,450,302,315,0,8827392,0,20657152,0,6499328,0,3434496,0
2015-10-24 22:27:17 -0700,0,7590,7440,5497,3552,0,1,4,93,4,3,4,2,1,3,1,4,1,2,3,4,2,4,724,335,272,0,9687552,0,8765952,0,5557248,0,10061312,0
2015-10-24 22:27:27 -0700,0,9467,9652,4261,2899,0,1,26,96,5,5,5,2,2,8,4,6,1,3,4,6,6,26,559,515,549,2760,8889856,118587392,31959040,93343744,12573184,62091264,15216128,71041024
2015-10-24 22:27:37 -0700,0,6770,6248,4899,3840,0,1,4,89,4,3,3,2,1,3,1,4,1,2,3,4,2,4,403,362,245,0,8430592,0,12445184,0,5059072,0,4707840,0
2015-10-24 22:27:47 -0700,0,8833,9263,3962,2696,0,1,10,95,5,4,4,1,3,4,1,6,1,2,4,6,3,10,227,698,662,1245,20456960,62193664,27641856,50237440,17510912,23011328,17244672,20262912
2015-10-24 22:27:58 -0700,0,7641,6232,5053,3266,0,1,4,92,3,3,2,1,1,3,1,4,1,1,3,4,2,3,206,288,263,0,11504640,0,7751680,0,7271424,0,6366208,0
2015-10-24 22:28:08 -0700,0,7163,6513,5098,2832,0,1,4,90,3,3,3,1,1,2,1,4,1,1,3,4,2,3,231,259,214,0,6571520,0,7981568,0,10078208,0,2227712,0
2015-10-24 22:28:18 -0700,0,9348,9122,4276,2677,0,1,4,95,3,3,2,1,1,3,1,4,1,2,3,4,2,3,188,384,311,0,8080384,0,11068928,0,10228224,0,9518080,0
2015-10-24 22:28:28 -0700,0,6651,6475,4997,3509,0,1,4,90,3,3,2,1,1,3,1,4,1,1,3,4,2,4,260,406,350,0,14611968,0,14181376,0,5171200,0,9814016,0
2015-10-24 22:28:38 -0700,0,8376,8953,4261,2299,0,1,6,96,5,4,5,1,2,4,1,6,1,2,4,6,3,6,415,637,566,0,22836224,0,19355136,0,11352064,0,17232896,0
2015-10-24 22:28:48 -0700,0,7473,6541,4166,3071,0,1,4,91,4,3,4,2,1,3,1,4,1,1,3,4,2,3,453,230,177,0,2212864,0,4614144,0,9721856,0,5622784,0
2015-10-24 22:28:58 -0700,0,7589,7209,3557,2789,0,1,5,92,4,3,3,1,2,3,1,5,1,2,4,5,2,4,205,436,372,0,11820032,0,12915712,0,10123264,0,11675648,0
