Timestamp,SMB1 Ops/sec,SMB2 Ops/sec,VSPfs00 Ops/sec,VSPfs00 CIFS Read Resp Time,VSPfs00 CIFS Write Resp Time,NVRAM Allocs,Bossock Fibers,MFB,MMB,NibRX Busy,NibTX Busy,NibTCP Busy,NICC Busy,FDP Busy,TDP Busy,FSA Busy,WLOG Busy,MBI Busy,WDIR Busy,WFILE Busy,WLOG Busy,OBJ Busy,SI Busy,Eth RX,Eth TX,FC RX,FC TX,Port1 Disk Read,Port1 Disk Write,Port2 Disk Read,Port2 Disk Write,Port3 Disk Read,Port3 Disk Write,Port4 Disk Read,Port4 Disk Write
2015-10-23 23:11:53 -0700,0,3065,6510,405,580,0,1,4,21,3,3,3,2,1,3,1,4,1,2,3,4,2,4,249,324,260,0,7554048,0,11149824,0,6915584,0,6995968,0
2015-10-23 23:12:03 -0700,0,4169,3503,2728,1039,0,1,3,37,2,3,2,1,1,2,1,2,0,1,2,2,1,2,192,138,146,0,7659520,0,3444736,0,2446336,0,4707328,0
2015-10-23 23:12:13 -0700,0,3658,3209,3396,1920,0,1,3,33,2,3,2,2,0,2,1,2,0,1,1,2,2,3,357,123,97,0,4139008,0,1829888,0,1881088,0,4317184,0
2015-10-23 23:12:23 -0700,0,6035,6545,3895,1202,0,1,18,46,3,3,3,1,2,7,5,3,1,2,3,3,6,18,358,364,335,1826,15621632,69378048,9966592,66617344,9912320,47951872,6414336,44335104
2015-10-23 23:12:33 -0700,0,3800,3433,4527,1038,0,1,3,36,1,3,1,1,1,1,1,2,0,1,2,2,1,2,122,133,133,0,3674624,0,4855808,0,4901888,0,3301376,0
2015-10-23 23:12:43 -0700,0,5199,5552,4564,1613,0,1,4,43,2,3,2,1,1,3,1,3,1,1,2,3,2,4,163,464,347,0,7294976,0,19887104,0,5275136,0,10968064,0
2015-10-23 23:12:53 -0700,0,4115,4656,4284,878,0,1,3,38,2,3,2,1,1,2,1,3,0,1,2,3,2,3,215,235,173,0,2115072,0,5433344,0,7495680,0,6704640,0
2015-10-23 23:13:03 -0700,0,3808,4241,3722,1459,0,1,3,37,2,3,2,1,1,2,0,3,1,1,2,3,1,2,137,201,168,0,9671168,0,3749888,0,2836480,0,4761600,0
2015-10-23 23:13:13 -0700,0,4823,3776,4121,900,0,1,3,40,2,3,2,1,1,2,1,2,0,1,1,2,1,2,166,156,144,0,5896704,0,7307776,0,2029056,0,2776064,0
2015-10-23 23:13:23 -0700,0,4349,4661,4600,1019,0,1,4,37,3,3,4,3,1,4,2,3,1,1,2,3,2,4,477,133,129,0,6433280,0,3333120,0,2668032,0,3727360,0
2015-10-23 23:13:33 -0700,0,5525,5741,3757,1330,0,1,12,43,2,3,2,1,1,3,4,3,1,1,2,3,5,12,176,372,318,950,10456064,40693760,15154688,22843392,7735808,33009664,6467072,22302720
2015-10-23 23:13:44 -0700,0,3896,4175,5557,1037,0,1,3,37,2,3,2,1,1,2,1,2,0,1,2,2,2,2,343,180,112,0,3344384,0,5744128,0,1513472,0,3459072,0
2015-10-23 23:13:54 -0700,0,5205,7128,4367,1407,0,1,5,39,4,4,4,3,1,5,2,4,1,2,3,4,3,5,436,384,283,0,20556800,0,6848000,0,3072000,0,5000704,0
2015-10-23 23:14:04 -0700,0,4106,3449,4022,1685,0,1,13,38,2,3,2,1,1,4,6,2,0,1,2,2,7,13,218,208,174,1423,5543936,51855360,9787392,49532928,4511232,36999168,1996288,39489536
2015-10-23 23:14:14 -0700,0,3733,3342,3723,1911,0,1,3,33,2,3,1,1,1,1,0,2,0,1,1,2,1,2,107,210,151,0,6376448,0,2779648,0,1849856,0,7911424,0
2015-10-23 23:14:24 -0700,0,5507,6164,3855,2142,0,1,4,45,3,3,2,1,1,3,1,4,1,2,3,4,2,4,272,296,228,0,7693312,0,10828800,0,8208896,0,1814016,0
